login,user_url,html_url,repos_url,followers,total_stars,total_forks,total_watchers,languages,repo_count,label
joshuajamison,https://api.github.com/users/joshuajamison,https://github.com/joshuajamison,https://api.github.com/users/joshuajamison/repos,18,27,9,27,"{'Java', 'C#', 'Kotlin'}",10,1
kimjoar,https://api.github.com/users/kimjoar,https://github.com/kimjoar,https://api.github.com/users/kimjoar/repos,311,3,6,3,"{'Java', 'PHP', 'Ruby', 'Shell', 'CoffeeScript', 'JavaScript'}",30,0
dharding,https://api.github.com/users/dharding,https://github.com/dharding,https://api.github.com/users/dharding/repos,11,42,11,42,"{'Java', 'Jupyter Notebook', 'Ruby', 'JavaScript', 'Objective-C'}",18,0
bdejesus,https://api.github.com/users/bdejesus,https://github.com/bdejesus,https://api.github.com/users/bdejesus/repos,13,19,19,19,"{'SCSS', 'CSS', 'C', 'TypeScript', 'PHP', 'Ruby', 'CoffeeScript', 'JavaScript'}",15,1
kelvie,https://api.github.com/users/kelvie,https://github.com/kelvie,https://api.github.com/users/kelvie/repos,19,248,98,248,"{'C', 'Python', 'Emacs Lisp', 'OpenSCAD', 'C++', 'Shell', 'Dockerfile', 'Rust', 'Go'}",30,0
kgreunke,https://api.github.com/users/kgreunke,https://github.com/kgreunke,https://api.github.com/users/kgreunke/repos,2,4,0,4,"{'Lua', 'VimL', 'Ruby', 'Shell', 'CoffeeScript', 'JavaScript'}",13,1
ybakos,https://api.github.com/users/ybakos,https://github.com/ybakos,https://api.github.com/users/ybakos/repos,369,49,56,49,"{'Swift', 'Processing', 'HTML', 'C', 'Python', 'Scala', 'Ruby', 'Shell', 'JavaScript', 'Elm', 'Assembly', 'Objective-C'}",30,0
joris,https://api.github.com/users/joris,https://github.com/joris,https://api.github.com/users/joris/repos,5,9,1,9,"{'TypeScript', 'Ruby', 'JavaScript'}",23,1
ckm,https://api.github.com/users/ckm,https://github.com/ckm,https://api.github.com/users/ckm/repos,6,0,0,0,{'JavaScript'},2,1
golo,https://api.github.com/users/golo,https://github.com/golo,https://api.github.com/users/golo/repos,6,1,0,1,"{'Java', 'PHP'}",5,1
aleksandersumowski,https://api.github.com/users/aleksandersumowski,https://github.com/aleksandersumowski,https://api.github.com/users/aleksandersumowski/repos,21,2,1,2,"{'Java', 'SCSS', 'Smalltalk', 'Smarty', 'Emacs Lisp', 'Lua', 'Ruby', 'Shell', 'Clojure', 'Go', 'Python'}",30,1
pupeno,https://api.github.com/users/pupeno,https://github.com/pupeno,https://api.github.com/users/pupeno/repos,60,153,40,153,"{'Java', 'Python', 'Ruby', 'Clojure', 'OpenSCAD', 'JavaScript'}",30,0
bbhoss,https://api.github.com/users/bbhoss,https://github.com/bbhoss,https://api.github.com/users/bbhoss/repos,0,14,6,14,"{'HTML', 'C', 'Elixir', 'ApacheConf', 'PHP', 'Ruby', 'Shell', 'JavaScript', 'Go', 'Python'}",30,1
ratbag98,https://api.github.com/users/ratbag98,https://github.com/ratbag98,https://api.github.com/users/ratbag98/repos,8,131,8,131,"{'C#', 'Elixir', 'Lua', 'Nix', 'Rust', 'Python'}",9,0
bdotdub,https://api.github.com/users/bdotdub,https://github.com/bdotdub,https://api.github.com/users/bdotdub/repos,147,31,5,31,"{'Swift', 'HTML', 'C', 'CSS', 'Python', 'Objective-C', 'C++', 'Ruby', 'Go', 'Shell', 'Perl', 'CoffeeScript', 'JavaScript'}",30,0
solidgoldpig,https://api.github.com/users/solidgoldpig,https://github.com/solidgoldpig,https://api.github.com/users/solidgoldpig/repos,13,1,0,1,"{'Nunjucks', 'Shell', 'Clojure', 'JavaScript'}",30,1
jorrel,https://api.github.com/users/jorrel,https://github.com/jorrel,https://api.github.com/users/jorrel/repos,6,23,4,23,"{'PHP', 'Ruby', 'Shell', 'Python'}",11,1
stevej,https://api.github.com/users/stevej,https://github.com/stevej,https://api.github.com/users/stevej/repos,242,79,314,79,"{'Java', 'C', 'CSS', 'Emacs Lisp', 'Scala', 'C++', 'Ruby', 'Shell', 'Go', 'JavaScript'}",30,0
expandrive,https://api.github.com/users/expandrive,https://github.com/expandrive,https://api.github.com/users/expandrive/repos,0,55,6,55,"{'C', 'Objective-C', 'C++', 'Ruby', 'Shell', 'Python'}",13,0
skojin,https://api.github.com/users/skojin,https://github.com/skojin,https://api.github.com/users/skojin/repos,24,30,7,30,"{'HTML', 'Crystal', 'Ruby', 'EJS', 'Shell', 'JavaScript'}",30,1
dkoontz,https://api.github.com/users/dkoontz,https://github.com/dkoontz,https://api.github.com/users/dkoontz/repos,55,111,41,111,"{'C#', 'HTML', 'Haskell', 'PureScript', 'Ruby', 'Elm', 'CoffeeScript', 'Rust', 'JavaScript'}",30,0
jgornick,https://api.github.com/users/jgornick,https://github.com/jgornick,https://api.github.com/users/jgornick/repos,46,31,5,31,"{'HTML', 'Python', 'TypeScript', 'PHP', 'Ruby', 'Shell', 'JavaScript'}",30,0
sikachu,https://api.github.com/users/sikachu,https://github.com/sikachu,https://api.github.com/users/sikachu/repos,409,13,3,13,{'Ruby'},30,0
kortina,https://api.github.com/users/kortina,https://github.com/kortina,https://api.github.com/users/kortina/repos,163,73,27,73,"{'HTML', 'C', 'Jupyter Notebook', 'Python', 'TypeScript', 'VimL', 'Ruby', 'Shell', 'JavaScript', 'Objective-C'}",30,0
bartiaco,https://api.github.com/users/bartiaco,https://github.com/bartiaco,https://api.github.com/users/bartiaco/repos,9,8,2,8,"{'Ruby', 'JavaScript'}",6,1
daryn,https://api.github.com/users/daryn,https://github.com/daryn,https://api.github.com/users/daryn/repos,15,5,1,5,"{'Makefile', 'PHP', 'Ruby', 'Shell', 'Go', 'JavaScript'}",7,1
danigb,https://api.github.com/users/danigb,https://github.com/danigb,https://api.github.com/users/danigb/repos,317,55,12,55,"{'HTML', 'Ruby', 'Clojure', 'JavaScript', 'Python'}",30,0
shaho,https://api.github.com/users/shaho,https://github.com/shaho,https://api.github.com/users/shaho/repos,33,19,10,19,"{'TypeScript', 'Shell', 'CSS', 'JavaScript'}",30,1
jarod,https://api.github.com/users/jarod,https://github.com/jarod,https://api.github.com/users/jarod/repos,15,25,8,25,"{'Java', 'C', 'Makefile', 'Scala', 'C++', 'CMake', 'Shell', 'JavaScript', 'Nix', 'Rust', 'Go'}",30,1
nigelramsay,https://api.github.com/users/nigelramsay,https://github.com/nigelramsay,https://api.github.com/users/nigelramsay/repos,16,23,5,23,"{'HTML', 'CSS', 'Elixir', 'PHP', 'Ruby', 'C++', 'Arduino', 'Go', 'JavaScript'}",30,1
panesofglass,https://api.github.com/users/panesofglass,https://github.com/panesofglass,https://api.github.com/users/panesofglass/repos,272,16,6,16,"{'C#', 'F#', 'PowerShell', 'CSS', 'Lua', 'Go', 'JavaScript'}",30,0
logic,https://api.github.com/users/logic,https://github.com/logic,https://api.github.com/users/logic/repos,23,40,9,40,"{'HTML', 'C', 'C++', 'Ruby', 'Shell', 'JavaScript', 'Go', 'Puppet', 'Python'}",29,0
gedwards,https://api.github.com/users/gedwards,https://github.com/gedwards,https://api.github.com/users/gedwards/repos,7,13,4,13,"{'Ruby', 'C', 'VimL'}",13,1
tokumine,https://api.github.com/users/tokumine,https://github.com/tokumine,https://api.github.com/users/tokumine/repos,0,183,62,183,"{'C', 'Ruby', 'Shell', 'JavaScript', 'Python'}",30,0
miggymarley,https://api.github.com/users/miggymarley,https://github.com/miggymarley,https://api.github.com/users/miggymarley/repos,5,0,1,0,{'Ruby'},1,1
gregspurrier,https://api.github.com/users/gregspurrier,https://github.com/gregspurrier,https://api.github.com/users/gregspurrier/repos,36,175,16,175,"{'Python', 'Emacs Lisp', 'Shen', 'VimL', 'Ruby', 'Clojure', 'JavaScript', 'Go'}",30,0
dashifen,https://api.github.com/users/dashifen,https://github.com/dashifen,https://api.github.com/users/dashifen/repos,23,7,3,7,"{'SCSS', 'C#', 'PHP', 'AutoHotkey', 'JavaScript'}",30,1
Fluxx,https://api.github.com/users/Fluxx,https://github.com/Fluxx,https://api.github.com/users/Fluxx/repos,54,226,24,226,"{'Java', 'Scala', 'PHP', 'Ruby', 'Shell', 'Erlang', 'Go', 'Python'}",30,0
caseysackett,https://api.github.com/users/caseysackett,https://github.com/caseysackett,https://api.github.com/users/caseysackett/repos,27,16,9,16,"{'Java', 'Objective-C', 'Ruby', 'JavaScript', 'Go'}",26,1
wisehouse,https://api.github.com/users/wisehouse,https://github.com/wisehouse,https://api.github.com/users/wisehouse/repos,10,0,0,0,"{'HTML', 'Kotlin'}",25,1
tjittedevries,https://api.github.com/users/tjittedevries,https://github.com/tjittedevries,https://api.github.com/users/tjittedevries/repos,6,5,2,5,"{'TypeScript', 'Ruby', 'Lua', 'JavaScript'}",7,1
mjuneja,https://api.github.com/users/mjuneja,https://github.com/mjuneja,https://api.github.com/users/mjuneja/repos,12,10,0,10,"{'PHP', 'Ruby', 'CSS', 'JavaScript'}",11,1
bassory99,https://api.github.com/users/bassory99,https://github.com/bassory99,https://api.github.com/users/bassory99/repos,4,0,0,0,"{'Java', 'PHP', 'Shell', 'Perl', 'R', 'Python'}",13,1
purcell,https://api.github.com/users/purcell,https://github.com/purcell,https://api.github.com/users/purcell/repos,3108,260,54,260,"{'Emacs Lisp', 'Haskell', 'J', 'PHP', 'Nix', 'Python'}",30,0
kuokon,https://api.github.com/users/kuokon,https://github.com/kuokon,https://api.github.com/users/kuokon/repos,4,3,1,3,"{'Java', 'HTML', 'CSS', 'JavaScript', 'Python'}",12,1
skanthak,https://api.github.com/users/skanthak,https://github.com/skanthak,https://api.github.com/users/skanthak/repos,5,2,1,2,"{'C++', 'Ruby', 'Python'}",5,1
beef,https://api.github.com/users/beef,https://github.com/beef,https://api.github.com/users/beef/repos,17,103,22,103,"{'PHP', 'Ruby', 'CSS', 'JavaScript'}",30,0
twerth,https://api.github.com/users/twerth,https://github.com/twerth,https://api.github.com/users/twerth/repos,118,401,69,401,"{'Ruby', 'Shell', 'JavaScript', 'VimL'}",7,0
newuni,https://api.github.com/users/newuni,https://github.com/newuni,https://api.github.com/users/newuni/repos,8,0,0,0,"{'PHP', 'HTML'}",4,1
mhinze,https://api.github.com/users/mhinze,https://github.com/mhinze,https://api.github.com/users/mhinze/repos,84,33,17,33,"{'C#', 'PowerShell', 'CSS', 'C++', 'Shell', 'JavaScript', 'Go'}",30,0
nevans,https://api.github.com/users/nevans,https://github.com/nevans,https://api.github.com/users/nevans/repos,57,12,7,12,"{'HTML', 'Objective-C', 'Ruby', 'Shell', 'Erlang', 'Perl', 'Go'}",30,0
fabiokung,https://api.github.com/users/fabiokung,https://github.com/fabiokung,https://api.github.com/users/fabiokung/repos,503,281,66,281,"{'Java', 'HTML', 'C', 'Ruby', 'Shell', 'Perl', 'CoffeeScript', 'Go'}",30,0
digitarald,https://api.github.com/users/digitarald,https://github.com/digitarald,https://api.github.com/users/digitarald/repos,420,45,22,45,"{'Java', 'CSS', 'Vue', 'TypeScript', 'PHP', 'Shell', 'Dockerfile', 'JavaScript'}",30,0
yautah,https://api.github.com/users/yautah,https://github.com/yautah,https://api.github.com/users/yautah/repos,23,199,32,199,"{'Java', 'TypeScript', 'VimL', 'C++', 'Ruby', 'Shell', 'JavaScript', 'Go'}",30,0
tristandunn,https://api.github.com/users/tristandunn,https://github.com/tristandunn,https://api.github.com/users/tristandunn/repos,134,588,105,588,"{'HTML', 'CSS', 'Makefile', 'Lua', 'Ruby', 'Shell', 'JavaScript'}",30,0
jjeffreyhanson,https://api.github.com/users/jjeffreyhanson,https://github.com/jjeffreyhanson,https://api.github.com/users/jjeffreyhanson/repos,5,1,0,1,{'Java'},2,1
omenking,https://api.github.com/users/omenking,https://github.com/omenking,https://api.github.com/users/omenking/repos,1330,488,727,488,"{'Swift', 'HTML', 'CoffeeScript', 'C++', 'Ruby', 'Dockerfile', 'Rust', 'JavaScript'}",30,0
danohu,https://api.github.com/users/danohu,https://github.com/danohu,https://api.github.com/users/danohu/repos,56,19,12,19,"{'SCSS', 'HTML', 'Jupyter Notebook', 'CSS', 'Python', 'PHP', 'Shell', 'Go', 'JavaScript'}",30,0
damg,https://api.github.com/users/damg,https://github.com/damg,https://api.github.com/users/damg/repos,5,37,3,37,"{'C', 'Matlab', 'C++', 'Ruby', 'Ada', 'Python'}",18,1
vandrijevik,https://api.github.com/users/vandrijevik,https://github.com/vandrijevik,https://api.github.com/users/vandrijevik/repos,33,1,0,1,"{'Dockerfile', 'Ruby'}",2,1
infinityb,https://api.github.com/users/infinityb,https://github.com/infinityb,https://api.github.com/users/infinityb/repos,19,1,3,1,"{'Python', 'Ruby', 'Shell', 'JavaScript', 'Rust', 'Go'}",30,1
roomnoise,https://api.github.com/users/roomnoise,https://github.com/roomnoise,https://api.github.com/users/roomnoise/repos,17,18,6,18,"{'Python', 'C++', 'Ruby', 'Shell', 'CoffeeScript', 'JavaScript'}",19,1
gvh,https://api.github.com/users/gvh,https://github.com/gvh,https://api.github.com/users/gvh/repos,3,2,0,2,"{'Java', 'Swift'}",6,1
asierra,https://api.github.com/users/asierra,https://github.com/asierra,https://api.github.com/users/asierra/repos,15,0,0,0,"{'HTML', 'C', 'CSS', 'C++', 'Python'}",15,1
ryanking,https://api.github.com/users/ryanking,https://github.com/ryanking,https://api.github.com/users/ryanking/repos,266,58,7,58,"{'Ruby', 'Go'}",30,0
justinbeltran,https://api.github.com/users/justinbeltran,https://github.com/justinbeltran,https://api.github.com/users/justinbeltran/repos,25,4,2,4,"{'Java', 'Python', 'Scala', 'Ruby', 'Shell', 'Perl', 'Rust', 'Go'}",11,1
saucytiger,https://api.github.com/users/saucytiger,https://github.com/saucytiger,https://api.github.com/users/saucytiger/repos,19,97,113,97,{'JavaScript'},2,0
bspaulding,https://api.github.com/users/bspaulding,https://github.com/bspaulding,https://api.github.com/users/bspaulding/repos,35,13,2,13,"{'Swift', 'CSS', 'C', 'Emacs Lisp', 'TypeScript', 'Ruby', 'CoffeeScript', 'Vim Script', 'Rust', 'JavaScript'}",30,1
MagicSword,https://api.github.com/users/MagicSword,https://github.com/MagicSword,https://api.github.com/users/MagicSword/repos,5,31,0,31,"{'Java', 'HTML', 'CSS', 'Jupyter Notebook', 'Lua', 'Vim script', 'TeX', 'Go', 'Python'}",30,1
gordondaily,https://api.github.com/users/gordondaily,https://github.com/gordondaily,https://api.github.com/users/gordondaily/repos,7,2,0,2,{'Ruby'},1,1
charlietuna,https://api.github.com/users/charlietuna,https://github.com/charlietuna,https://api.github.com/users/charlietuna/repos,24,94,9,94,"{'Swift', 'HTML', 'C', 'Emacs Lisp', 'Objective-C', 'PHP', 'JavaScript', 'Python'}",22,0
elim,https://api.github.com/users/elim,https://github.com/elim,https://api.github.com/users/elim/repos,67,41,7,41,"{'HTML', 'CSS', 'Python', 'Emacs Lisp', 'TypeScript', 'Makefile', 'Ruby', 'Shell', 'Nix', 'JavaScript'}",30,0
stickel,https://api.github.com/users/stickel,https://github.com/stickel,https://api.github.com/users/stickel/repos,30,15,3,15,"{'HTML', 'CSS', 'TypeScript', 'VimL', 'Ruby', 'CoffeeScript', 'JavaScript'}",20,1
tase,https://api.github.com/users/tase,https://github.com/tase,https://api.github.com/users/tase/repos,4,0,0,0,{'C'},4,1
baobab,https://api.github.com/users/baobab,https://github.com/baobab,https://api.github.com/users/baobab/repos,49,95,38,95,"{'C++', 'Ruby', 'JavaScript'}",4,0
bunions1,https://api.github.com/users/bunions1,https://github.com/bunions1,https://api.github.com/users/bunions1/repos,12,48,8,48,"{'Java', 'Gosu', 'Groovy', 'Scala', 'Clojure', 'JavaScript', 'Python'}",17,0
richardtifelt,https://api.github.com/users/richardtifelt,https://github.com/richardtifelt,https://api.github.com/users/richardtifelt/repos,18,6,1,6,"{'Ruby', 'JavaScript'}",6,1
mapmarkus,https://api.github.com/users/mapmarkus,https://github.com/mapmarkus,https://api.github.com/users/mapmarkus/repos,25,1,1,1,"{'HTML', 'JavaScript', 'Elm', 'Rust', 'Python'}",5,1
electronicbites,https://api.github.com/users/electronicbites,https://github.com/electronicbites,https://api.github.com/users/electronicbites/repos,28,10,5,10,"{'C', 'Elixir', 'PHP', 'Ruby', 'Shell', 'JavaScript', 'HCL', 'Objective-C'}",27,1
esjewett,https://api.github.com/users/esjewett,https://github.com/esjewett,https://api.github.com/users/esjewett/repos,141,30,6,30,"{'Java', 'ABAP', 'HTML', 'CSS', 'TypeScript', 'ANTLR', 'Ruby', 'Dockerfile', 'JavaScript'}",30,0
drhayes,https://api.github.com/users/drhayes,https://github.com/drhayes,https://api.github.com/users/drhayes/repos,88,44,15,44,"{'HTML', 'CSS', 'TypeScript', 'Lua', 'Nunjucks', 'Shell', 'CoffeeScript', 'JavaScript'}",30,0
malife,https://api.github.com/users/malife,https://github.com/malife,https://api.github.com/users/malife/repos,21,18,10,18,"{'Java', 'Swift', 'C', 'Matlab', 'C++', 'Ruby', 'Assembly'}",30,1
janus,https://api.github.com/users/janus,https://github.com/janus,https://api.github.com/users/janus/repos,46,14,2,14,"{'C', 'Vue', 'TypeScript', 'C++', 'Ruby', 'Shell', 'Clojure', 'Assembly', 'Rust', 'JavaScript'}",30,0
sorend,https://api.github.com/users/sorend,https://github.com/sorend,https://api.github.com/users/sorend/repos,19,119,40,119,"{'Java', 'HTML', 'C', 'Makefile', 'Groovy', 'Emacs Lisp', 'Perl', 'Dockerfile', 'Python'}",30,0
drzal,https://api.github.com/users/drzal,https://github.com/drzal,https://api.github.com/users/drzal/repos,8,0,1,0,"{'Ruby', 'Python'}",5,1
gnarg,https://api.github.com/users/gnarg,https://github.com/gnarg,https://api.github.com/users/gnarg/repos,28,29,5,29,"{'Java', 'HTML', 'C', 'Emacs Lisp', 'TypeScript', 'Ruby', 'JavaScript', 'Go'}",22,1
elomar,https://api.github.com/users/elomar,https://github.com/elomar,https://api.github.com/users/elomar/repos,89,18,7,18,"{'Java', 'HTML', 'Ruby', 'JavaScript', 'R', 'Python'}",30,0
zdavatz,https://api.github.com/users/zdavatz,https://github.com/zdavatz,https://api.github.com/users/zdavatz/repos,101,64,40,64,"{'Java', 'C#', 'HTML', 'Jupyter Notebook', 'Python', 'TypeScript', 'Objective-C', 'C++', 'Ruby', 'Objective-C++', 'Rust', 'JavaScript'}",30,0
gleuch,https://api.github.com/users/gleuch,https://github.com/gleuch,https://api.github.com/users/gleuch/repos,123,47,14,47,"{'PHP', 'Ruby', 'HTML', 'JavaScript'}",30,0
devnulled,https://api.github.com/users/devnulled,https://github.com/devnulled,https://api.github.com/users/devnulled/repos,39,38,6,38,"{'ColdFusion', 'Java', 'HTML', 'Smarty', 'Python', 'Makefile', 'Groovy', 'Scala', 'Ruby', 'JavaScript', 'Go'}",30,1
khaosduke,https://api.github.com/users/khaosduke,https://github.com/khaosduke,https://api.github.com/users/khaosduke/repos,5,0,0,0,"{'HTML', 'JavaScript'}",3,1
lovelace,https://api.github.com/users/lovelace,https://github.com/lovelace,https://api.github.com/users/lovelace/repos,26,3,0,3,"{'Java', 'Swift', 'HTML', 'CSS', 'Python', 'Objective-C', 'C++', 'Shell', 'JavaScript', 'Go'}",30,1
code,https://api.github.com/users/code,https://github.com/code,https://api.github.com/users/code/repos,111,3,1,3,"{'TypeScript', 'Rust', 'JavaScript'}",30,0
pahu,https://api.github.com/users/pahu,https://github.com/pahu,https://api.github.com/users/pahu/repos,4,1,0,1,"{'C#', 'HTML', 'Jupyter Notebook', 'Python', 'R', 'JavaScript'}",10,1
cowlibob,https://api.github.com/users/cowlibob,https://github.com/cowlibob,https://api.github.com/users/cowlibob/repos,8,11,3,11,"{'SCSS', 'HTML', 'C', 'Elixir', 'Ruby', 'JavaScript'}",30,1
jfsantos,https://api.github.com/users/jfsantos,https://github.com/jfsantos,https://api.github.com/users/jfsantos/repos,264,60,14,60,"{'Java', 'Julia', 'C', 'Jupyter Notebook', 'Lua', 'C++', 'JavaScript', 'Perl', 'Python'}",30,0
gnoso,https://api.github.com/users/gnoso,https://github.com/gnoso,https://api.github.com/users/gnoso/repos,4,104,265,104,"{'C#', 'C++', 'Ruby', 'Shell', 'JavaScript', 'Go'}",17,0
chittoor,https://api.github.com/users/chittoor,https://github.com/chittoor,https://api.github.com/users/chittoor/repos,3,0,0,0,set(),1,1
TheoChristiaanse,https://api.github.com/users/TheoChristiaanse,https://github.com/TheoChristiaanse,https://api.github.com/users/TheoChristiaanse/repos,2,4,2,4,"{'Jupyter Notebook', 'HTML', 'R', 'Python'}",12,1
sjaq,https://api.github.com/users/sjaq,https://github.com/sjaq,https://api.github.com/users/sjaq/repos,14,10,1,10,"{'Java', 'CSS', 'PHP', 'Ruby', 'Shell', 'JavaScript'}",30,1
eriiikk,https://api.github.com/users/eriiikk,https://github.com/eriiikk,https://api.github.com/users/eriiikk/repos,3,0,0,0,{'C#'},1,1
klamma,https://api.github.com/users/klamma,https://github.com/klamma,https://api.github.com/users/klamma/repos,31,13,9,13,"{'SCSS', 'CSS'}",3,1
mcspring,https://api.github.com/users/mcspring,https://github.com/mcspring,https://api.github.com/users/mcspring/repos,71,13,8,13,"{'Java', 'C', 'CSS', 'Python', 'Ruby', 'Shell', 'Go', 'JavaScript'}",30,0
neerajsingh0101,https://api.github.com/users/neerajsingh0101,https://github.com/neerajsingh0101,https://api.github.com/users/neerajsingh0101/repos,423,420,65,420,"{'C', 'Objective-C', 'PHP', 'Ruby', 'Shell', 'JavaScript'}",30,0
halcyon,https://api.github.com/users/halcyon,https://github.com/halcyon,https://api.github.com/users/halcyon/repos,24,505,108,505,"{'Java', 'C', 'Makefile', 'Objective-C', 'Racket', 'Shell', 'Clojure', 'JavaScript', 'Rust', 'Python'}",30,0
saki,https://api.github.com/users/saki,https://github.com/saki,https://api.github.com/users/saki/repos,17,7,3,7,"{'Ruby', 'Shell'}",3,1
kabus,https://api.github.com/users/kabus,https://github.com/kabus,https://api.github.com/users/kabus/repos,17,1,1,1,{'Ruby'},1,1
ciaranlee,https://api.github.com/users/ciaranlee,https://github.com/ciaranlee,https://api.github.com/users/ciaranlee/repos,54,49,13,49,"{'VimL', 'Ruby', 'C', 'JavaScript'}",22,0
TylerWhittaker,https://api.github.com/users/TylerWhittaker,https://github.com/TylerWhittaker,https://api.github.com/users/TylerWhittaker/repos,16,5,0,5,"{'HTML', 'C', 'Python'}",15,1
triendeau,https://api.github.com/users/triendeau,https://github.com/triendeau,https://api.github.com/users/triendeau/repos,6,1,2,1,"{'C++', 'CoffeeScript', 'CSS', 'JavaScript'}",5,1
geoffb,https://api.github.com/users/geoffb,https://github.com/geoffb,https://api.github.com/users/geoffb/repos,135,192,15,192,"{'TypeScript', 'Lua', 'Shell', 'XML', 'Less', 'CoffeeScript', 'JavaScript'}",30,0
simonbowen,https://api.github.com/users/simonbowen,https://github.com/simonbowen,https://api.github.com/users/simonbowen/repos,17,6,1,6,"{'Python', 'Elixir', 'VimL', 'PHP', 'Ruby', 'JavaScript', 'Go'}",30,1
kaksisa,https://api.github.com/users/kaksisa,https://github.com/kaksisa,https://api.github.com/users/kaksisa/repos,10,0,0,0,set(),1,1
ob,https://api.github.com/users/ob,https://github.com/ob,https://api.github.com/users/ob/repos,117,18,1,18,"{'Java', 'Swift', 'Gnuplot', 'Emacs Lisp', 'Objective-C', 'Ruby', 'TeX', 'Shell', 'Go', 'Rust', 'Python'}",30,0
mpagano,https://api.github.com/users/mpagano,https://github.com/mpagano,https://api.github.com/users/mpagano/repos,10,3,1,3,"{'Shell', 'Python'}",3,1
Narnach,https://api.github.com/users/Narnach,https://github.com/Narnach,https://api.github.com/users/Narnach/repos,30,38,13,38,"{'Emacs Lisp', 'Elixir', 'Ruby', 'Dockerfile', 'JavaScript'}",30,1
olabini,https://api.github.com/users/olabini,https://github.com/olabini,https://api.github.com/users/olabini/repos,590,377,58,377,"{'Java', 'HTML', 'C', 'Python', 'Emacs Lisp', 'Ruby', 'Clojure', 'JavaScript', 'Go'}",30,0
Phoemuex,https://api.github.com/users/Phoemuex,https://github.com/Phoemuex,https://api.github.com/users/Phoemuex/repos,4,0,0,0,"{'Makefile', 'TeX', 'HTML'}",3,1
lemarsu,https://api.github.com/users/lemarsu,https://github.com/lemarsu,https://api.github.com/users/lemarsu/repos,9,52,4,52,"{'Python', 'TypeScript', 'Lua', 'VimL', 'Crystal', 'Ruby', 'Shell', 'JavaScript'}",22,0
superpeixeboi,https://api.github.com/users/superpeixeboi,https://github.com/superpeixeboi,https://api.github.com/users/superpeixeboi/repos,16,0,0,0,"{'TypeScript', 'JavaScript'}",2,1
madcowley,https://api.github.com/users/madcowley,https://github.com/madcowley,https://api.github.com/users/madcowley/repos,24,17,7,17,"{'Ruby', 'JavaScript'}",25,1
justcarlosm,https://api.github.com/users/justcarlosm,https://github.com/justcarlosm,https://api.github.com/users/justcarlosm/repos,5,0,0,0,"{'CSS', 'TypeScript', 'Astro', 'Solidity', 'JavaScript'}",19,1
pol,https://api.github.com/users/pol,https://github.com/pol,https://api.github.com/users/pol/repos,16,15,2,15,"{'Java', 'Jupyter Notebook', 'C', 'Python', 'C++', 'Ruby', 'Shell', 'Clojure', 'Rust', 'JavaScript'}",30,1
ZungBang,https://api.github.com/users/ZungBang,https://github.com/ZungBang,https://api.github.com/users/ZungBang/repos,9,88,15,88,"{'Java', 'C', 'Emacs Lisp', 'Clojure', 'Python'}",21,0
huangliang2211,https://api.github.com/users/huangliang2211,https://github.com/huangliang2211,https://api.github.com/users/huangliang2211/repos,14,1,1,1,"{'Ruby', 'VimL'}",9,1
garru,https://api.github.com/users/garru,https://github.com/garru,https://api.github.com/users/garru/repos,78,17,2,17,"{'Java', 'Ruby', 'HTML', 'Processing'}",18,0
yawaramin,https://api.github.com/users/yawaramin,https://github.com/yawaramin,https://api.github.com/users/yawaramin/repos,204,323,19,323,"{'HTML', 'Emacs Lisp', 'Elixir', 'OCaml', 'JavaScript'}",30,0
tmak,https://api.github.com/users/tmak,https://github.com/tmak,https://api.github.com/users/tmak/repos,14,1,0,1,"{'Ruby', 'HTML', 'Shell', 'Smarty'}",13,1
lutzky,https://api.github.com/users/lutzky,https://github.com/lutzky,https://api.github.com/users/lutzky/repos,45,9,6,9,"{'HTML', 'PowerShell', 'CSS', 'Python', 'Ruby', 'TeX', 'Shell', 'Dockerfile', 'Go'}",30,0
donthorp,https://api.github.com/users/donthorp,https://github.com/donthorp,https://api.github.com/users/donthorp/repos,86,18,4,18,"{'Java', 'Python', 'Groovy', 'Objective-C', 'Ruby', 'Shell', 'Clojure', 'Arduino', 'Go', 'AppleScript', 'JavaScript'}",30,0
couchquid-zz,https://api.github.com/users/couchquid-zz,https://github.com/couchquid-zz,https://api.github.com/users/couchquid-zz/repos,6,9,1,9,"{'Python', 'VimL'}",3,1
r0g1,https://api.github.com/users/r0g1,https://github.com/r0g1,https://api.github.com/users/r0g1/repos,11,2,0,2,set(),1,1
buckett,https://api.github.com/users/buckett,https://github.com/buckett,https://api.github.com/users/buckett/repos,33,3,5,3,"{'Java', 'Ruby', 'Shell', 'JavaScript', 'Erlang', 'Go', 'CoffeeScript', 'Python'}",30,1
munchboyd,https://api.github.com/users/munchboyd,https://github.com/munchboyd,https://api.github.com/users/munchboyd/repos,3,0,0,0,"{'JavaScript', 'VimL'}",2,1
brookscl,https://api.github.com/users/brookscl,https://github.com/brookscl,https://api.github.com/users/brookscl/repos,15,1,10,1,"{'HTML', 'CSS', 'Python', 'Elixir', 'Ruby', 'Clojure', 'JavaScript'}",19,1
unixmonkey,https://api.github.com/users/unixmonkey,https://github.com/unixmonkey,https://api.github.com/users/unixmonkey/repos,113,42,11,42,"{'HTML', 'Python', 'Elixir', 'Ruby', 'Shell', 'JavaScript', 'Perl', 'Objective-C'}",30,0
